	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Pseudomonas sp. ADPe	0.0	0.0	0.0	1.0816054212340776e-05	1.8368450116829173e-05	2.79114936162083e-05	3.101400282227426e-05	0.0	0.0	6.578572076773198e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.530545068304431e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0420489161465718e-05	4.232870666301403e-05	2.430711612271948e-05	0.0	4.159590840942672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005851032289268178	3.70582411856217e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.818380836819374e-05	0.0	0.0	0.0	5.7819246279062576e-05
Pseudomonas sp. CCOS 191	0.0	0.0	0.0	7.969724156461625e-06	9.038443708281023e-06	1.0587118268216942e-05	0.0	0.0	0.0	4.77622356258876e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.320133787751307e-06	2.9011810184762426e-05	0.0	0.0	2.3510730840110754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005536691116218361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4457662193070564e-05
Pseudomonas sp. P5_109	0.0	0.0	0.0	4.554128089406643e-06	6.122816705609725e-06	8.341365908292136e-06	1.0735616361556474e-05	0.0	0.0	2.162818217021325e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0140163053821905e-05	1.854853438042188e-05	6.195931560693201e-06	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009651702836143234	9.075487637295112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.285877178474567e-05
Pseudomonas sp. Marseille-Q3773	0.0	0.0	0.0	1.2808485251456183e-05	8.455318307746763e-06	1.1549583565327572e-05	1.1928462623951637e-05	0.0	0.0	6.308219799645532e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.43663304903827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9760317745909354e-05	1.9499741271725565e-05	1.0485422641173109e-05	0.0	1.537240093391857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039310506925150366	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	4.148831202096783e-05	3.966669221470572e-05
Pseudomonas sp. Leaf58	0.0	0.0	0.0	8.82362317322537e-06	7.580630206945373e-06	9.785063853958083e-06	1.4910578279939546e-05	0.0	0.0	3.244227325531988e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.615034336253405e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6640267575502614e-05	1.569491370651082e-05	8.578982160959817e-06	0.0	1.8085177569315965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006368980813043444	1.966355654747274e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	4.1011325849102526e-05
Pseudomonas sp. MPC6	0.0	0.0	0.0	6.831192134109964e-06	6.9975048064111136e-06	6.09561354836733e-06	7.1570775743709824e-06	0.0	0.0	1.7122310884752158e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0400167234689134e-05	1.6646120597814507e-05	7.149151800799847e-06	0.0	2.2606471961644957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006760121249963386	9.075487637295112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7480237247158455e-05
Pseudomonas sp. PSKL.D1	0.0	0.0	0.0	9.96215519557703e-06	1.107938261015093e-05	1.0266296502513398e-05	1.610342454233471e-05	0.0	0.0	4.32563643404265e-06	1.7387847946051768e-06	0.0	0.0	0.0	0.0	0.0	4.765272534152216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3000209043361417e-05	1.5219310260858977e-05	7.149151800799847e-06	0.0	2.531924859704235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001519553806993091	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2627441995966657e-05	0.0	0.0	0.0	3.697742494591211e-05
Pseudomonas sp. LS.1a	0.0	0.0	0.0	9.677522189989116e-06	8.455318307746763e-06	9.785063853958083e-06	1.4314155148741965e-05	0.0	0.0	2.8837576226951003e-06	2.9559341508288005e-06	0.0	0.0	0.0	0.0	0.0	4.600952791595242e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.620154692087449e-06	1.8072930934770036e-05	1.0485422641173109e-05	0.0	2.3510730840110754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030773286429820117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8824870881555257e-05
Pseudomonas sp. PSE14	0.0	0.0	0.0	1.821651235762657e-05	1.3703446912555099e-05	1.65223209337325e-05	2.922473342868151e-05	0.0	0.0	6.578572076773198e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0516463523646268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3520217405095873e-05	3.376784464128086e-05	2.1924065522452866e-05	0.0	3.074480186783714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010287529299812181	1.966355654747274e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.394116299394999e-05	0.0	0.0	0.00013528797398141683	6.185314718225299e-05
Pseudomonas sp. FP198	0.0	0.0	0.0	6.5465591285220485e-06	8.163755607479632e-06	1.0747529151068713e-05	1.2524885755149219e-05	0.0	0.0	4.5058712854610945e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.8075171681267024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0140163053821905e-05	1.5219310260858977e-05	5.2427113205865544e-06	0.0	1.7180918690850168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013434513089095005	1.4369522092383926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.697742494591211e-05
Pseudomonas sp. OIL-1	0.0	0.0	0.0	2.163210842468155e-05	6.705942106143984e-06	7.699722376885049e-06	1.0139193230358891e-05	0.0	0.0	3.244227325531988e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.36015051122022e-06	1.4743706815207135e-05	9.05559228101314e-06	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014448977783937595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1598890408324896e-05
Pseudomonas sp. DC1.2	0.0	0.0	0.0	6.261926122934134e-06	7.580630206945373e-06	8.501776791143907e-06	8.946346967963728e-06	0.0	0.0	3.244227325531988e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.860045989539512e-05	1.4268103369555292e-05	5.719321440639878e-06	0.0	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015845652768738485	1.134435954661889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8237306322332887e-05
Pseudomonas sp. B21-040	0.0	0.0	0.0	4.838761094994558e-06	6.122816705609725e-06	9.143420322550994e-06	8.946346967963728e-06	0.0	0.0	2.523287919858213e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.540121245149622e-06	1.5219310260858977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016539861065167054	0.0	0.0011921746193792762	8.319197000853852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.285877178474567e-05
Pseudomonas sp. ADAK13	0.0	0.0	0.0	7.400458145285795e-06	9.913131809082412e-06	8.82259855684745e-06	6.5606544431734e-06	0.0	0.0	3.5145796026596537e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.060129606884079e-06	1.5219310260858977e-05	0.0	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151008785121375	8.319197000853852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4875722236340874e-05
Pseudomonas sp. S35	0.0	0.0	0.0	4.554128089406643e-06	6.705942106143984e-06	6.416435314070874e-06	1.610342454233471e-05	0.0	0.0	2.162818217021325e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.320133787751307e-06	1.5219310260858977e-05	7.149151800799847e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001058758223772337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8824870881555257e-05
Pseudomonas sp. GOM7	0.0	0.0	0.0	3.472522668172565e-05	4.198502883846668e-05	3.52903942273898e-05	9.54277009916131e-05	0.0	0.0	1.9825833656028816e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.2535309026280645e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5120886343852406e-05	8.703543055428727e-05	0.0	0.0	0.00012207494859288275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029594507030883307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001351356802568788
Pseudomonas sp. FP2196	0.0	0.0	0.0	3.984862078230813e-06	6.9975048064111136e-06	7.2184897283297326e-06	7.1570775743709824e-06	0.0	0.0	3.8750493054965415e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24010034081348e-06	1.4743706815207135e-05	8.578982160959817e-06	0.0	1.0851106541589578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012166432220541768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.285877178474567e-05
Pseudomonas sp. REST10	0.0	0.0	0.0	1.3947017273807842e-05	1.5452823114157878e-05	1.8126429762250217e-05	0.0	0.0	0.0	4.866340988297982e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0845103008760213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6380263394635386e-05	4.5657930782576936e-05	0.0	0.0	7.505348691266125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020717940951010642	1.7394684638148965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2426453742437486e-05	0.0	0.0	0.0	6.185314718225299e-05
Pseudomonas sp. URMO17WK12:I11	0.0	0.0	0.0	8.82362317322537e-06	5.831254005342595e-06	1.0266296502513398e-05	8.946346967963728e-06	0.0	0.0	2.523287919858213e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.107993563924324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.500104521680708e-06	1.902413782607372e-05	0.0	0.0	1.537240093391857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021621671823528867	1.2100650183060148e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.689267268793608e-05
Pseudomonas sp. LPH1	0.0	0.0	0.0	6.261926122934134e-06	8.746881008013893e-06	7.058078845477961e-06	1.610342454233471e-05	0.0	0.0	2.7936401969858785e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.79343562346854e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.280117064282394e-06	1.7597327489118192e-05	8.102372040906493e-06	0.0	1.6276659812384367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.661336895976325e-05	0.0	0.0	0.0	0.0	0.00017574529220512475	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9799011746470826e-05	0.0	0.0	0.0	2.554803905353928e-05
Pseudomonas sp. Pc102	0.0	0.0	0.0	8.25435716204954e-06	1.3411884212287969e-05	1.2512048862438204e-05	2.1471232723112948e-05	0.0	0.0	4.5058712854610945e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.272313306481296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6380263394635386e-05	1.6646120597814507e-05	1.7157964321919634e-05	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045257984801604285	2.1176137820355258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2627441995966657e-05	0.0	0.0	0.0	4.302827630069773e-05
Pseudomonas sp. M1	0.0	0.0	0.0	1.0531421206752861e-05	1.6619073915226395e-05	1.7163964465139586e-05	2.62426177726936e-05	0.0	0.0	6.21810237393631e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.751190989494053e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.898030520330767e-05	3.186543085867349e-05	2.8596607203199388e-05	0.0	4.792572055868731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002432572032351422	1.3613231455942667e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.403960214980025e-05
Pseudomonas sp. RtIB026	0.0	0.0	0.0	7.969724156461625e-06	1.195407071095232e-05	1.042670738536517e-05	1.0139193230358891e-05	0.0	0.0	4.2355190083334284e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.901429187392864e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.524072747089773e-05	1.8072930934770036e-05	9.05559228101314e-06	0.0	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006120722727509782	1.5125812728825186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.042376128988015e-05
Pseudomonas sp. LRP2-20	0.0	0.0	0.0	8.25435716204954e-06	9.621569108815282e-06	1.219122709673466e-05	1.550700141113713e-05	0.0	0.0	3.694814454078097e-06	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	3.94367382136735e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4820238309432016e-05	1.3316896478251606e-05	9.05559228101314e-06	0.0	1.8085177569315965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007112140258021833	0.0	0.0008394338143943968	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	3.1598890408324896e-05
Pseudomonas sp. CMR5c	0.0	0.0	0.0	4.554128089406643e-06	4.665003204274076e-06	6.897667962626189e-06	1.0139193230358891e-05	0.0	0.0	3.4244621769504315e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.43663304903827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.880158872954677e-06	1.6646120597814507e-05	1.1915253001333078e-05	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005843888171698864	1.5125812728825186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9497187698753658e-05
Pseudomonas sp. ML2-2023-3	0.0	0.0	0.0	7.969724156461625e-06	4.665003204274076e-06	6.737257079774417e-06	0.0	0.0	0.0	2.343053068439769e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	1.8541725106210973e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.4060547693606914e-05	1.5219310260858977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009574903572273109	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8152554064356856e-05
Pseudomonas sp. AA-38	0.0	0.0	0.0	3.785618974319272e-05	3.557064943258983e-05	2.5344919490579952e-05	0.0	0.0	0.0	1.3427496430674062e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.119724678984951e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6900271756369843e-05	8.370620643472438e-05	9.389219365050466e-05	0.0	0.00012569198410674595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005472394058094536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013916958116006923
Pseudomonas sp. FP2335	0.0	0.0	0.0	4.269495083818727e-06	6.122816705609725e-06	9.785063853958083e-06	1.31213088863468e-05	0.0	0.0	1.9825833656028816e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.092017559642359e-05	1.3316896478251606e-05	7.149151800799847e-06	0.0	2.079795420471336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008680102846716528	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas sp. G2-4	0.0	0.0	0.0	6.261926122934134e-06	4.081877803739816e-06	6.576846196922646e-06	0.0	0.0	0.0	1.8924659398936597e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0660171415556362e-05	1.3316896478251606e-05	0.0	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006447566106305898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas sp. gcc21	0.0	0.0	0.0	5.123394100582473e-06	1.137094531041806e-05	7.539311494033277e-06	7.753500705568565e-06	0.0	0.0	2.9738750484043224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.880158872954677e-06	1.2365689586947919e-05	5.719321440639878e-06	0.0	1.0851106541589578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023932793857201948	1.2100650183060148e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	3.496047449431691e-05
Pseudomonas sp. Lz4W	0.0	0.0	0.0	3.984862078230813e-06	5.248128604808335e-06	8.020544142588592e-06	0.0	0.0	0.0	2.9738750484043224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.540121245149622e-06	1.1890086141296076e-05	0.0	0.0	9.946847663123781e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011891383694123178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.613560361276165e-05
Pseudomonas sp. Seg1	0.0	0.0	0.0	0.0	4.956565904541206e-06	4.090477512720182e-05	3.4592541609459745e-05	0.0	0.0	7.569863759574639e-06	7.998410055183814e-06	0.0	0.0	0.0	0.0	0.0	1.8075171681267024e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.760108702547937e-06	1.4268103369555292e-05	8.102372040906493e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006783339632063657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.277401952676964e-05
Pseudomonas sp. FP2309	0.0	0.0	0.0	6.831192134109964e-06	7.580630206945373e-06	7.378900611181505e-06	0.0	0.0	0.0	3.33434475124121e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.36015051122022e-06	1.2365689586947919e-05	0.0	0.0	9.946847663123781e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010357184446112993	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	3.966669221470572e-05
Pseudomonas sp. WJP1	0.0	0.0	0.0	3.7002290726428973e-06	6.414379405876854e-06	6.256024431219102e-06	1.1332039492754056e-05	0.0	0.0	2.162818217021325e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.8075171681267024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.540121245149622e-06	1.2365689586947919e-05	8.102372040906493e-06	0.0	1.6276659812384367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002125017770992454	1.0588068910177629e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2186454967547266e-05
Pseudomonas sp. 10S4	0.0	0.0	0.0	4.838761094994558e-06	7.580630206945373e-06	6.09561354836733e-06	7.1570775743709824e-06	0.0	0.0	2.0727007913121034e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.060129606884079e-06	1.2841293032599763e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001870508582585642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8152554064356856e-05
Pseudomonas sp. Z8(2022)	0.0	0.0	0.0	9.108256178813285e-06	7.580630206945373e-06	1.13891726824758e-05	8.349923836766146e-06	0.0	0.0	4.055284156914985e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.779354078810378e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.092017559642359e-05	1.5219310260858977e-05	0.0	0.0	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001900335273437528	1.5882103365266445e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	3.966669221470572e-05
Pseudomonas sp. CBS	0.0	0.0	0.0	3.984862078230813e-06	0.0	6.09561354836733e-06	9.54277009916131e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.980096159946252e-06	1.5219310260858977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010044629302455505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5463286795563248e-05
Pseudomonas sp. CCC3.1	0.0	0.0	0.0	9.108256178813285e-06	8.746881008013893e-06	7.699722376885049e-06	8.946346967963728e-06	0.0	0.0	2.433170494148991e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.122075108582486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7840769279570014e-05	1.2365689586947919e-05	0.0	0.0	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016499339526330717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.025425677392809e-05
Pseudomonas sp. N3-W	0.0	0.0	0.0	6.5465591285220485e-06	5.831254005342595e-06	8.501776791143907e-06	7.753500705568565e-06	0.0	0.0	2.6134053455674346e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.880158872954677e-06	1.1890086141296076e-05	8.102372040906493e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014082841758510252	1.134435954661889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42729534086256e-05	2.554803905353928e-05
